Area Descanso , Barquito, cercanía playa Hippie;#800080;-26.403108596802 -70.691528320312|-26.402900695801 -70.691390991211|-26.40251159668 -70.691337585449|-26.402093887329 -70.691329956055|-26.401683807373 -70.691719055176|-26.403177261353 -70.691764831543|-26.403108596802 -70.691528320312
Area detención, Machalí camino a Codelco Teniente;#008000;-34.206237792969 -70.594749450684|-34.205741882324 -70.594932556152|-34.205142974854 -70.594581604004|-34.206237792969 -70.594749450684
Copec Curico;#ffff00;-34.949066162109 -71.183776855469|-34.949283599854 -71.182823181152|-34.950092315674 -71.183288574219|-34.949905395508 -71.18431854248|-34.949066162109 -71.183776855469
Area de estacionamiento, Retiro, Region del Maule;#0000ff;-36.096752166748 -71.794784545898|-36.096996307373 -71.795845031738|-36.097637176514 -71.795623779297|-36.097263336182 -71.793983459473|-36.09712600708 -71.794036865234|-36.097263336182 -71.794593811035|-36.096752166748 -71.794784545898
restaurant "Las Delicias";#800080;-32.10852432251 -71.505569458008|-32.109317779541 -71.505760192871|-32.109378814697 -71.506507873535|-32.1086769104 -71.506561279297|-32.10852432251 -71.505569458008
Descanso RIO LIMARI;#800080;-30.654191970825 -71.523880004883|-30.654672622681 -71.524261474609|-30.655015945435 -71.524757385254|-30.65474319458 -71.525024414062|-30.653974533081 -71.524314880371|-30.654191970825 -71.523880004883
Descanso CASERONES;#800080;-27.344163894653 -70.69261932373|-27.343677520752 -70.692359924316|-27.344236373901 -70.691070556641|-27.344778060913 -70.691223144531|-27.344163894653 -70.69261932373
Descanso Pucalan;#800080;-32.751083374023 -71.341804504395|-32.751373291016 -71.341850280762|-32.751411437988 -71.341499328613|-32.75118637085 -71.341377258301|-32.751083374023 -71.341804504395
DESCANSO (Vallenar-Copiapó);#800080;-28.098918914795 -70.608848571777|-28.099489212036 -70.607666015625|-28.101249694824 -70.608657836914|-28.101058959961 -70.610137939453|-28.098886489868 -70.608909606934|-28.098918914795 -70.608848571777
mesa carga LIPIGAS (tmq);#add8e6;-32.769866943359 -71.489791870117|-32.770141601562 -71.489433288574|-32.770408630371 -71.489624023438|-32.770320892334 -71.490135192871|-32.769866943359 -71.489791870117
Area descanso Punta Colorada. Sector Este km559;#800080;-29.342306137085 -71.037963867188|-29.342123031616 -71.037643432617|-29.342256546021 -71.036880493164|-29.340642929077 -71.036468505859|-29.339828491211 -71.037567138672|-29.342306137085 -71.037963867188
Descanso parada posadas Chañaral;#800080;-26.338199615479 -70.609794616699|-26.337373733521 -70.606559753418|-26.336450576782 -70.606842041016|-26.335962295532 -70.607078552246|-26.336511611938 -70.60905456543|-26.337121963501 -70.608848571777|-26.337341308594 -70.610084533691|-26.338199615479 -70.609794616699
Detención posadas Chañaral;#800080;-26.338605880737 -70.610374450684|-26.339649200439 -70.609848022461|-26.338567733765 -70.605033874512|-26.337299346924 -70.605438232422|-26.338605880737 -70.610374450684
Descanso posada Chañaral;#800080;-26.340408325195 -70.62003326416|-26.340494155884 -70.620010375977|-26.340482711792 -70.619842529297|-26.340942382812 -70.619697570801|-26.341289520264 -70.620574951172|-26.340883255005 -70.620819091797|-26.340408325195 -70.62003326416
PRT REVITEC;#ffff00;-33.114696502686 -71.56526184082|-33.114784240723 -71.564117431641|-33.115795135498 -71.564239501953|-33.115688323975 -71.565315246582|-33.114696502686 -71.56526184082
Casa Fuenzalida;#ffa500;-33.118877410889 -71.566780090332|-33.119453430176 -71.566780090332|-33.119525909424 -71.565818786621|-33.1188621521 -71.565773010254|-33.118877410889 -71.566780090332
POSADA LA HIGUERA;#800080;-29.501050949097 -71.22868347168|-29.501302719116 -71.228157043457|-29.502138137817 -71.228637695312|-29.50172996521 -71.22908782959|-29.501304626465 -71.228927612305|-29.501050949097 -71.22868347168
Copec Mostazal;#ffff00;-34.010723114014 -70.704299926758|-34.010444641113 -70.703285217285|-34.012874603271 -70.703498840332|-34.012413024902 -70.704414367676|-34.010723114014 -70.704299926758
Posada Don Daniel;#800080;-34.828971862793 -71.08772277832|-34.828662872314 -71.087501525879|-34.829410552979 -71.08667755127|-34.829795837402 -71.087760925293|-34.828971862793 -71.08772277832
Descanso rojas;#ff4500;-30.108203887939 -71.36393737793|-30.10821723938 -71.363800048828|-30.107265472412 -71.36368560791|-30.107238769531 -71.363822937012|-30.108203887939 -71.36393737793
LIGURIA;#008000;-33.385540008545 -70.694770812988|-33.385318756104 -70.69327545166|-33.385917663574 -70.693084716797|-33.386150360107 -70.694641113281|-33.385540008545 -70.694770812988
ZONA DE ESPERA DE INGRESO LIPIGAS;#008000;-20.217782974243 -70.131698608398|-20.217767715454 -70.131874084473|-20.215709686279 -70.131454467773|-20.215747833252 -70.131385803223|-20.217782974243 -70.131698608398
Peaje Quillota;#ffff00;-32.92707824707 -71.286407470703|-32.927215576172 -71.286926269531|-32.927753448486 -71.286636352539|-32.927581787109 -71.286079406738|-32.92707824707 -71.286407470703
Posada Bahia de Tal Tal;#800080;-25.590599060059 -70.373474121094|-25.59236907959 -70.373291015625|-25.592555999756 -70.374198913574|-25.587285995483 -70.375114440918|-25.587509155273 -70.373992919922|-25.590599060059 -70.373474121094
OXIQUIM CORONEL;#008000;-36.947521209717 -73.162750244141|-36.943748474121 -73.161636352539|-36.944828033447 -73.154747009277|-36.948513031006 -73.155586242676|-36.947521209717 -73.162750244141
CODELCO ANDINA-descarga soda;#add8e6;-32.92573928833 -70.286781311035|-32.925930023193 -70.286544799805|-32.926074981689 -70.286827087402|-32.925903320312 -70.287048339844|-32.92573928833 -70.286781311035
ABASTIBLE TALCA;#008000;-35.423767089844 -71.634010314941|-35.42455291748 -71.634300231934|-35.424087524414 -71.635643005371|-35.423274993896 -71.635292053223|-35.423767089844 -71.634010314941
Descanso San Francisco de Mostazal;#800080;-33.964172363281 -70.709419250488|-33.963981628418 -70.707656860352|-33.962364196777 -70.708343505859|-33.962596893311 -70.710121154785|-33.964172363281 -70.709419250488
detencion LAGOS 10.05.18;#ff4500;-33.80940246582 -70.740455627441|-33.809547424316 -70.74048614502|-33.809619903564 -70.740203857422|-33.809440612793 -70.740165710449|-33.80940246582 -70.740455627441
detencion Olivares 10.05.18;#ff4500;-32.842235565186 -71.001258850098|-32.842304229736 -71.00074005127|-32.842090606689 -71.00065612793|-32.84200668335 -71.001129150391|-32.842235565186 -71.001258850098
Descanso Agua Verde-Cruce Taltal;#ff4500;-25.565113067627 -70.191131591797|-25.56538772583 -70.190231323242|-25.565628051758 -70.190238952637|-25.565294265747 -70.191314697266|-25.565113067627 -70.191131591797
detención Jofre 10.05.18;#ff4500;-26.343078613281 -70.620918273926|-26.343259811401 -70.620933532715|-26.343255996704 -70.621131896973|-26.343074798584 -70.621124267578|-26.343078613281 -70.620918273926
Posada Puerto Oscuro;#800080;-31.411666870117 -71.575492858887|-31.412105560303 -71.575309753418|-31.411943435669 -71.57462310791|-31.411302566528 -71.574806213379|-31.411666870117 -71.575492858887
detencion Inostroza 10.05.18;#ff4500;-32.91858291626 -71.503364562988|-32.918506622314 -71.503242492676|-32.918575286865 -71.503158569336|-32.918636322021 -71.503288269043|-32.91858291626 -71.503364562988
lugar almuerzo Las Vegas;#ff4500;-32.842269897461 -70.997627258301|-32.841820918715 -70.997590302693|-32.841635629701 -70.999022007061|-32.84201321875 -70.999118566586|-32.842269897461 -70.997627258301
AVENIDA ROCOTO , Talcahuano;#ff4500;-36.76135635376 -73.124305725098|-36.761985778809 -73.123893737793|-36.760803222656 -73.120010375977|-36.760135650635 -73.120170593262|-36.76135635376 -73.124305725098
COPEC camino Melipilla;#ffff00;-33.526454925537 -70.75464630127|-33.52596282959 -70.753784179688|-33.526405334473 -70.753639221191|-33.526851654053 -70.75439453125|-33.526454925537 -70.75464630127
Estacionamiento Copec Palo Colorado, KM 205 lado poniente;#800080;-32.077930450439 -71.518264770508|-32.080993652344 -71.517425537109|-32.081047058105 -71.515922546387|-32.077457427979 -71.517417907715|-32.077930450439 -71.518264770508
área descanso  Condor -ruta 5 norte;#800080;-25.053384780884 -69.888877868652|-25.053607940674 -69.889427185059|-25.0523853302 -69.889656066895|-25.052377700806 -69.889175415039|-25.053384780884 -69.888877868652
área descanso km 785;#800080;-28.614583969116 -70.76978302002|-28.615139007568 -70.769645690918|-28.615741729736 -70.768646240234|-28.6148853302 -70.768165588379|-28.614603042603 -70.769012451172|-28.614583969116 -70.76978302002
COPEC Vallenar;#ffff00;-28.573169708252 -70.786628723145|-28.572439193726 -70.786140441895|-28.57265663147 -70.785041809082|-28.573188781738 -70.785308837891|-28.573608398438 -70.78556060791|-28.573169708252 -70.786628723145
Peaje Cachiyuyo;#add8e6;-29.08885383606 -70.917015075684|-29.088705062866 -70.918106079102|-29.083717346191 -70.917144775391|-29.083959579468 -70.915687561035|-29.08885383606 -70.917015075684
área descanso La Negra-Aguas Verdes-poniente;#800080;-24.736524581909 -69.78190612793|-24.737007141113 -69.782180786133|-24.737743377686 -69.782241821289|-24.738269805908 -69.782005310059|-24.736524581909 -69.78190612793
área descanso Antofagasta-Mejillones-oriente;#800080;-23.322189331055 -70.421089172363|-23.32239151001 -70.420440673828|-23.324159622192 -70.420806884766|-23.324018478394 -70.421485900879|-23.322889328003 -70.421241760254|-23.322189331055 -70.421089172363
área descanso La Cebada-poniente;#800080;-30.962261199951 -71.642280578613|-30.962078094482 -71.643165588379|-30.96263885498 -71.643836975098|-30.963384628296 -71.643974304199|-30.96388053894 -71.643562316895|-30.964183807373 -71.643081665039|-30.964010238647 -71.642768859863|-30.962730407715 -71.642684936523|-30.962261199951 -71.642280578613
DESCANSO posada Desierto Florido.-oriente;#ff4500;-27.970668792725 -70.557022094727|-27.971105575562 -70.556480407715|-27.972009658813 -70.556671142578|-27.972238540649 -70.557495117188|-27.970668792725 -70.557022094727
descanso Posada Desierto Florido-poniente;#800080;-27.970422744751 -70.557060241699|-27.971035003662 -70.557891845703|-27.971801757812 -70.558036804199|-27.972366333008 -70.557723999023|-27.970422744751 -70.557060241699
Copec SAN RAFAEL;#0000ff;-35.320373535156 -71.537727355957|-35.32173538208 -71.539619445801|-35.321189880371 -71.540603637695|-35.319679260254 -71.538673400879|-35.320373535156 -71.537727355957
control Carabineros Cerrillos IV Región;#ff4500;-30.578298568726 -71.495590209961|-30.578479766846 -71.493896484375|-30.580003738403 -71.493934631348|-30.580156326294 -71.496101379395|-30.578298568726 -71.495590209961
descanso JERIA 11.05.18-las bombas;#ff4500;-25.630811691284 -70.367462158203|-25.630771636963 -70.367179870605|-25.631246566772 -70.367088317871|-25.631275177002 -70.367408752441|-25.630811691284 -70.367462158203
COPEC  Copiapo-Caldera y area descanso;#ffff00;-27.339567184448 -70.604598999023|-27.338603973389 -70.60595703125|-27.339014053345 -70.60765838623|-27.340467453003 -70.607864379883|-27.339567184448 -70.604598999023
Posada  chillan talca;#800080;-36.019985198975 -71.742980957031|-36.020313262939 -71.742370605469|-36.021739959717 -71.743637084961|-36.021408081055 -71.744331359863|-36.019985198975 -71.742980957031
Estacionamiento Socos, Km 370, lado oriente.;#800080;-30.715957641602 -71.492515563965|-30.716455459595 -71.491981506348|-30.717397689819 -71.492485046387|-30.717359542847 -71.493354797363|-30.715957641602 -71.492515563965
COPEC;#ffff00;-30.718065261841 -71.494178771973|-30.718240737915 -71.493843078613|-30.718679428101 -71.494606018066|-30.7190990448 -71.494613647461|-30.719203948975 -71.495330810547|-30.718927383423 -71.495513916016|-30.71848487854 -71.494743347168|-30.718065261841 -71.494178771973
detencion SANTIAGO + MORA 12.05.18;#ff4500;-31.313680648804 -71.594085693359|-31.313877105713 -71.594352722168|-31.315113067627 -71.594848632812|-31.315845489502 -71.595024108887|-31.315732955933 -71.594879150391|-31.314903259277 -71.594604492188|-31.313680648804 -71.594085693359
descanso-posada Cachiyuyo;#800080;-29.056840896606 -70.905830383301|-29.057273864746 -70.905029296875|-29.057632446289 -70.905059814453|-29.057920455933 -70.905517578125|-29.05774307251 -70.906272888184|-29.057285308838 -70.906005859375|-29.056840896606 -70.905830383301
Fernandez pintura equipos;#ffa500;-32.969211578369 -71.498504638672|-32.969608306885 -71.497863769531|-32.969959259033 -71.498260498047|-32.96923828125 -71.498512268066|-32.969211578369 -71.498504638672
Estacionamiento costado Ruta F-20, kilómetro 5;#800080;-32.752582550049 -71.253082275391|-32.751754760742 -71.25154876709|-32.752017974854 -71.251510620117|-32.752666473389 -71.252708435059|-32.753299713135 -71.253761291504|-32.753025054932 -71.253837585449|-32.752582550049 -71.253082275391
Estacionamiento Km 145, La Ligua, lado oriente.;#800080;-32.522304534912 -71.261749267578|-32.523963928223 -71.262145996094|-32.523754119873 -71.260948181152|-32.52299118042 -71.260711669922|-32.522304534912 -71.261749267578
desayuno Donde Carlitos-San Carlos;#ff4500;-36.357501983643 -71.871284484863|-36.35795211792 -71.872016906738|-36.358402252197 -71.871482849121|-36.358016967773 -71.870758056641|-36.357501983643 -71.871284484863
descanso SHELL- Lontué;#800080;-35.032875061035 -71.253089904785|-35.03299331665 -71.254348754883|-35.033660888672 -71.254783630371|-35.034217834473 -71.254081726074|-35.032875061035 -71.253089904785
descanso-alimentación- LOS VILOS-poniente;#800080;-31.898174285889 -71.490516662598|-31.898246765137 -71.491119384766|-31.899293899536 -71.491271972656|-31.900136947632 -71.491371154785|-31.901689529419 -71.490196228027|-31.900951385498 -71.490242004395|-31.899589538574 -71.490371704102|-31.898174285889 -71.490516662598
descanso -Petrobras- Los Vilos-oriente;#ff4500;-31.898506164551 -71.490333557129|-31.898506164551 -71.488967895508|-31.898942947388 -71.489082336426|-31.8997631073 -71.48908996582|-31.899877548218 -71.490180969238|-31.898506164551 -71.490333557129
Gasco Calama;#008000;-22.442434310913 -68.883590698242|-22.441343307495 -68.883827209473|-22.441268920898 -68.883293151855|-22.442338943481 -68.88306427002|-22.442434310913 -68.883590698242
Peaje Punta Colorada;#add8e6;-29.371934890747 -71.075370788574|-29.372333526611 -71.075149536133|-29.370229721069 -71.070831298828|-29.369743347168 -71.07112121582|-29.371934890747 -71.075370788574
Cuesta Catapilco;#ff4500;-32.604740142822 -71.376075744629|-32.607353210449 -71.37873840332|-32.608310699463 -71.379943847656|-32.609359741211 -71.381134033203|-32.609939575195 -71.381843566895|-32.610263824463 -71.382377624512|-32.610328674316 -71.383117675781|-32.609882354736 -71.385047912598|-32.609043121338 -71.385818481445|-32.6081199646 -71.385887145996|-32.606632232666 -71.385437011719|-32.606170654297 -71.385635375977|-32.605663299561 -71.386306762695|-32.605194091797 -71.387924194336|-32.604778289795 -71.389427185059|-32.604568481445 -71.390403747559|-32.604560852051 -71.391403198242|-32.604869842529 -71.392303466797|-32.605247497559 -71.392944335938|-32.605628967285 -71.393333435059|-32.60612487793 -71.393478393555|-32.606586456299 -71.39338684082|-32.607009887695 -71.393005371094|-32.608005523682 -71.391471862793|-32.608879089355 -71.391265869141|-32.609287261963 -71.391334533691|-32.609748840332 -71.39168548584|-32.610084533691 -71.392433166504|-32.610343933105 -71.393341064453|-32.610427856445 -71.39404296875|-32.610218048096 -71.395622253418|-32.610118865967 -71.39624786377|-32.610191345215 -71.396759033203|-32.610382080078 -71.397499084473|-32.610733032227 -71.398178100586|-32.611248016357 -71.398780822754|-32.61181640625 -71.398872375488|-32.612415313721 -71.398765563965|-32.613174438477 -71.398086547852|-32.613842010498 -71.39754486084|-32.61446762085 -71.397216796875|-32.615070343018 -71.397201538086|-32.615795135498 -71.397552490234|-32.616100311279 -71.398132324219|-32.616065979004 -71.398696899414|-32.615749359131 -71.399551391602|-32.615097045898 -71.400192260742|-32.614738464355 -71.400802612305|-32.614936828613 -71.401405334473|-32.61536026001 -71.402046203613|-32.616996765137 -71.404083251953|-32.618751525879 -71.406127929688|-32.619499206543 -71.406761169434|-32.62015914917 -71.406860351562|-32.621143341064 -71.406723022461|-32.622039794922 -71.406402587891|-32.623195648193 -71.406364440918|-32.623550415039 -71.407020568848|-32.62321472168 -71.408477783203|-32.623207092285 -71.409111022949|-32.623386383057 -71.409797668457|-32.62385559082 -71.410415649414|-32.624397277832 -71.410827636719|-32.624954223633 -71.411521911621|-32.625389099121 -71.41276550293|-32.625625610352 -71.414390563965|-32.625984191895 -71.416084289551|-32.626319885254 -71.417007446289|-32.627269744873 -71.417854309082|-32.628028869629 -71.418472290039|-32.627658843994 -71.418724060059|-32.626987457275 -71.418045043945|-32.626194000244 -71.417457580566|-32.625705718994 -71.416282653809|-32.625244140625 -71.413703918457|-32.624839782715 -71.412017822266|-32.624378204346 -71.411399841309|-32.62357711792 -71.410530090332|-32.622997283936 -71.409317016602|-32.62296295166 -71.40852355957|-32.623195648193 -71.407783508301|-32.623222351074 -71.407035827637|-32.622844696045 -71.406730651855|-32.621974945068 -71.406883239746|-32.621578216553 -71.406967163086|-32.620193481445 -71.407241821289|-32.619354248047 -71.407096862793|-32.61742401123 -71.404968261719|-32.615207672119 -71.402412414551|-32.614574432373 -71.401268005371|-32.614559173584 -71.400375366211|-32.615093231201 -71.399765014648|-32.615543365479 -71.399208068848|-32.615787506104 -71.398765563965|-32.615669250488 -71.398056030273|-32.615291595459 -71.397621154785|-32.614639282227 -71.397583007812|-32.613861083984 -71.397888183594|-32.612747192383 -71.398811340332|-32.612232208252 -71.399261474609|-32.61177444458 -71.399299621582|-32.61120223999 -71.399208068848|-32.610759735107 -71.39868927002|-32.610282897949 -71.39803314209|-32.609855651855 -71.396842956543|-32.609874725342 -71.395782470703|-32.610065460205 -71.394149780273|-32.609992980957 -71.393341064453|-32.609729766846 -71.392402648926|-32.609233856201 -71.39183807373|-32.608764648438 -71.391693115234|-32.608203887939 -71.391693115234|-32.607723236084 -71.392448425293|-32.607307434082 -71.393173217773|-32.606937408447 -71.393699645996|-32.606258392334 -71.393997192383|-32.605438232422 -71.393783569336|-32.604824066162 -71.393135070801|-32.604335784912 -71.392097473145|-32.60417175293 -71.390724182129|-32.604469299316 -71.388854980469|-32.605472564697 -71.38597869873|-32.60587310791 -71.385307312012|-32.606586456299 -71.384918212891|-32.60737991333 -71.385231018066|-32.60807800293 -71.385543823242|-32.608890533447 -71.385360717773|-32.609325408936 -71.384887695312|-32.609668731689 -71.384246826172|-32.609828948975 -71.383338928223|-32.609748840332 -71.382598876953|-32.609470367432 -71.381927490234|-32.608753204346 -71.38102722168|-32.607089996338 -71.378974914551|-32.604923248291 -71.376831054688|-32.602951049805 -71.374908447266|-32.601848602295 -71.373779296875|-32.602066040039 -71.37345123291|-32.604740142822 -71.376075744629
Cuesta Buenos Aires;#ff4500;-29.55117225647 -71.244850158691|-29.552646636963 -71.245460510254|-29.554662704468 -71.24633026123|-29.556875228882 -71.247222900391|-29.558368682861 -71.248046875|-29.559244155884 -71.248748779297|-29.559429168701 -71.250801086426|-29.559663772583 -71.251678466797|-29.560325622559 -71.252281188965|-29.56128692627 -71.253547668457|-29.561706542969 -71.254661560059|-29.562118530273 -71.255218505859|-29.563041687012 -71.255210876465|-29.563070297241 -71.254287719727|-29.562032699585 -71.253150939941|-29.560531616211 -71.250907897949|-29.560419082642 -71.249458312988|-29.56078338623 -71.247932434082|-29.561840057373 -71.246681213379|-29.563318252563 -71.246368408203|-29.564733505249 -71.245719909668|-29.566677093506 -71.244667053223|-29.569141387939 -71.244300842285|-29.570573806763 -71.243408203125|-29.573335647583 -71.242500305176|-29.57642364502 -71.242691040039|-29.577548980713 -71.241821289062|-29.582643508911 -71.238990783691|-29.583534240723 -71.239158630371|-29.584121704102 -71.240165710449|-29.583646774292 -71.241416931152|-29.581407546997 -71.241912841797|-29.580837249756 -71.242416381836|-29.578580856323 -71.244743347168|-29.576398849487 -71.245964050293|-29.57194519043 -71.250541687012|-29.572002410889 -71.252220153809|-29.572748184204 -71.252517700195|-29.573738098145 -71.250801086426|-29.575099945068 -71.249900817871|-29.578399658203 -71.249031066895|-29.580341339111 -71.248672485352|-29.585098266602 -71.247550964355|-29.58687210083 -71.248001098633|-29.589559555054 -71.251220703125|-29.590711593628 -71.25171661377|-29.591438293457 -71.251998901367|-29.591251373291 -71.253135681152|-29.59015083313 -71.252830505371|-29.588214874268 -71.251289367676|-29.586256027222 -71.249359130859|-29.585191726685 -71.248733520508|-29.583196640015 -71.248970031738|-29.580732345581 -71.249549865723|-29.578458786011 -71.249900817871|-29.576778411865 -71.250419616699|-29.575248718262 -71.251037597656|-29.573680877686 -71.253356933594|-29.572198867798 -71.253524780273|-29.571292877197 -71.252853393555|-29.571125030518 -71.251663208008|-29.571218490601 -71.250526428223|-29.572031021118 -71.24934387207|-29.574485778809 -71.247024536133|-29.57592010498 -71.245796203613|-29.57758140564 -71.244979858398|-29.579307556152 -71.243179321289|-29.581268310547 -71.241439819336|-29.583135604858 -71.240982055664|-29.583518981934 -71.240356445312|-29.583248138428 -71.239715576172|-29.58260345459 -71.23966217041|-29.578735351562 -71.242134094238|-29.578203201294 -71.242164611816|-29.576793670654 -71.243659973145|-29.575006484985 -71.243629455566|-29.573223114014 -71.243316650391|-29.569618225098 -71.24471282959|-29.566715240479 -71.245452880859|-29.564250946045 -71.24649810791|-29.562086105347 -71.247406005859|-29.56111907959 -71.248550415039|-29.560838699341 -71.250122070312|-29.561063766479 -71.250701904297|-29.561277389526 -71.251808166504|-29.562005996704 -71.252548217773|-29.562602996826 -71.253082275391|-29.56368637085 -71.254112243652|-29.563526153564 -71.255661010742|-29.562145233154 -71.25602722168|-29.561418533325 -71.255348205566|-29.560941696167 -71.253997802734|-29.559747695923 -71.252670288086|-29.558822631836 -71.251518249512|-29.558738708496 -71.249938964844|-29.558206558228 -71.248947143555|-29.55771446228 -71.248313903809|-29.551078796387 -71.245674133301|-29.55117225647 -71.244850158691
Cuesta Pajonales;#ffa500;-29.156589508057 -70.978736877441|-29.156177520752 -70.979965209961|-29.155588150024 -70.981140136719|-29.155813217163 -70.982513427734|-29.155746459961 -70.984260559082|-29.154481887817 -70.985877990723|-29.152898788452 -70.98583984375|-29.151473999023 -70.98461151123|-29.151351928711 -70.982810974121|-29.151859283447 -70.981117248535|-29.151502609253 -70.980407714844|-29.150798797607 -70.980430603027|-29.150199890137 -70.981178283691|-29.149309158325 -70.982971191406|-29.148794174194 -70.983581542969|-29.147651672363 -70.983940124512|-29.146715164185 -70.984306335449|-29.146217346191 -70.984848022461|-29.145936965942 -70.985679626465|-29.146076202393 -70.987327575684|-29.14581489563 -70.989219665527|-29.144952774048 -70.990257263184|-29.141914367676 -70.99186706543|-29.141923904419 -70.992736816406|-29.143075942993 -70.993156433105|-29.145401000977 -70.992866516113|-29.146348953247 -70.993499755859|-29.146966934204 -70.994850158691|-29.146480560303 -70.996269226074|-29.144399642944 -70.998497009277|-29.144605636597 -70.999137878418|-29.145412445068 -70.998947143555|-29.146629333496 -70.996650695801|-29.147905349731 -70.996437072754|-29.14966583252 -70.997192382812|-29.150695800781 -70.998054504395|-29.152345657349 -70.99845123291|-29.15517616272 -70.999267578125|-29.157011032104 -71.00023651123|-29.161371231079 -71.002685546875|-29.163696289062 -71.002571105957|-29.169317245483 -71.002426147461|-29.171434402466 -71.002876281738|-29.17267036438 -71.003837585449|-29.173587799072 -71.004890441895|-29.175144195557 -71.006469726562|-29.17463684082 -71.007453918457|-29.173288345337 -71.00594329834|-29.17195892334 -71.004699707031|-29.170291900635 -71.00366973877|-29.167593002319 -71.003540039062|-29.164987564087 -71.00358581543|-29.162197113037 -71.003715515137|-29.160678863525 -71.003517150879|-29.156387329102 -71.000900268555|-29.152757644653 -70.999549865723|-29.149984359741 -70.999015808105|-29.148897171021 -70.997749328613|-29.147716522217 -70.997619628906|-29.146799087524 -70.99813079834|-29.145917892456 -70.999290466309|-29.144737243652 -71.000106811523|-29.143724441528 -70.999786376953|-29.143350601196 -70.998649597168|-29.144325256348 -70.997207641602|-29.145505905151 -70.99617767334|-29.146142959595 -70.994766235352|-29.145130157471 -70.99373626709|-29.143724441528 -70.993713378906|-29.141513824463 -70.993560791016|-29.141195297241 -70.991630554199|-29.142280578613 -70.990859985352|-29.14426612854 -70.989852905273|-29.145278930664 -70.989044189453|-29.145503997803 -70.988090515137|-29.145362854004 -70.986099243164|-29.145643234253 -70.98454284668|-29.146186828613 -70.983863830566|-29.147048950195 -70.983352661133|-29.148042678833 -70.983352661133|-29.148736953735 -70.983039855957|-29.149841308594 -70.981033325195|-29.150367736816 -70.980201721191|-29.151445388794 -70.979667663574|-29.15209197998 -70.980346679688|-29.152297973633 -70.981323242188|-29.151792526245 -70.982856750488|-29.151792526245 -70.983848571777|-29.152317047119 -70.98486328125|-29.153198242188 -70.985214233398|-29.154012680054 -70.985336303711|-29.154819488525 -70.98486328125|-29.155418395996 -70.983795166016|-29.155324935913 -70.982528686523|-29.155044555664 -70.980964660645|-29.155588150024 -70.979957580566|-29.156009674072 -70.978874206543|-29.155830383301 -70.977851867676|-29.155138015747 -70.977005004883|-29.153760910034 -70.976409912109|-29.152973175049 -70.974250793457|-29.151859283447 -70.968681335449|-29.152683258057 -70.970893859863|-29.153816223145 -70.975555419922|-29.154407501221 -70.976295471191|-29.155607223511 -70.976753234863|-29.156318664551 -70.977363586426|-29.156589508057 -70.978736877441
